,name,code,year,nwcta,ebt,interest1,interest2,interest3,interest4,NI,TI,FI,FC,GVEM,ebit_1
144,(주)다우기술,23590,Dec-16,45.56,260833208.0,5590400.0,0.0,0.0,0.0,191978017.0,69054644.0,1164521.0,5590400.0,9224334.0,266423608.0
145,(주)다우기술,23590,Dec-17,43.5,345149445.0,5264387.0,0.0,0.0,0.0,243142590.0,102006855.0,1294892.0,5264388.0,8316086.0,350413832.0
146,(주)다우기술,23590,Dec-18,20.55,324374480.0,6662837.0,0.0,0.0,0.0,225403523.0,102080584.0,2576514.0,11018391.0,4258404.0,331037317.0
147,(주)다우기술,23590,Dec-19,22.92,533415674.0,5679482.0,0.0,0.0,0.0,395865387.0,137869767.0,3211400.0,7462904.0,29368992.0,539095156.0
148,(주)다우기술,23590,Dec-20,37.74,1030435361.0,7096049.0,0.0,0.0,0.0,679446474.0,350988887.0,1812818.0,7871027.0,28603548.0,1037531410.0
149,(주)다우기술,23590,Dec-13,53.58,83618513.0,5512044.0,0.0,0.0,0.0,54080871.0,29537642.0,1476670.0,5512044.0,3562403.0,89130557.0
150,(주)대양글로벌,40180,Dec-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,(주)더블유게임즈,192080,Dec-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,(주)더블유게임즈,192080,Dec-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,(주)더블유게임즈,192080,Dec-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,(주)더블유게임즈,192080,Dec-16,60.73,53399648.0,107687.0,0.0,0.0,0.0,48718418.0,4681230.0,5325199.0,217102.0,-40675.0,53507335.0
155,(주)더블유게임즈,192080,Dec-16,60.73,53399648.0,107687.0,0.0,0.0,0.0,48718418.0,4681230.0,5325199.0,217102.0,-40675.0,53507335.0
156,(주)더블유게임즈,192080,Dec-17,-20.29,38328555.0,20408052.0,0.0,0.0,0.0,35641749.0,2686805.0,3580366.0,27358451.0,-14593.0,58736607.0
157,(주)더블유게임즈,192080,Dec-17,-20.29,38328555.0,20408052.0,0.0,0.0,0.0,35641749.0,2686805.0,3580366.0,27358451.0,-14593.0,58736607.0
158,(주)더블유게임즈,192080,Dec-18,-6.21,117349900.0,30579447.0,0.0,0.0,0.0,87761134.0,29588766.0,1686271.0,30882448.0,-4178.0,147929347.0
159,(주)더블유게임즈,192080,Dec-19,8.3,138041810.0,27557121.0,0.0,0.0,0.0,110292805.0,27749005.0,2058655.0,28417862.0,111.0,165598931.0
160,(주)더블유게임즈,192080,Dec-20,15.86,169069173.0,10421756.0,0.0,0.0,0.0,124794300.0,44274873.0,1613151.0,31168073.0,-327.0,179490929.0
161,(주)더블유게임즈,192080,Dec-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,(주)더존비즈온,12510,Dec-11,0.86,11595691.0,3000814.0,0.0,0.0,0.0,4939304.0,6656387.0,432402.0,3000814.0,0.0,0.0
163,(주)더존비즈온,12510,Dec-12,15.57,18884335.0,3793664.0,0.0,0.0,0.0,17029007.0,1855329.0,300070.0,3793664.0,0.0,0.0
164,(주)더존비즈온,12510,Dec-13,-1.8,12244377.0,3636515.0,0.0,0.0,0.0,13703450.0,-1459073.0,780291.0,3636515.0,0.0,15880892.0
165,(주)더존비즈온,12510,Dec-14,7.36,12048021.0,2722643.0,0.0,0.0,0.0,10940570.0,1107451.0,530939.0,3230120.0,0.0,14770664.0
166,(주)더존비즈온,12510,Dec-15,2.51,24242343.0,1747558.0,0.0,0.0,0.0,21680881.0,2561462.0,839395.0,1770703.0,0.0,25989901.0
167,(주)더존비즈온,12510,Dec-16,24.59,35586787.0,1080491.0,0.0,0.0,0.0,28238403.0,7348384.0,1056002.0,1435879.0,0.0,36667278.0
168,(주)더존비즈온,12510,Dec-17,14.68,49340530.0,832275.0,0.0,0.0,0.0,40580416.0,8760115.0,545803.0,1778087.0,0.0,50172805.0
169,(주)더존비즈온,12510,Dec-18,21.59,56069578.0,723103.0,0.0,0.0,0.0,42514595.0,13554983.0,1692881.0,1307338.0,0.0,56792681.0
170,(주)더존비즈온,12510,Dec-19,0.95,66412119.0,2756436.0,0.0,0.0,0.0,51025561.0,15386557.0,2846697.0,3385222.0,0.0,69168555.0
171,(주)더존비즈온,12510,Dec-20,2.43,72966269.0,7281227.0,0.0,0.0,0.0,57901331.0,15064938.0,320672.0,7504613.0,0.0,80247496.0
172,(주)더존비즈온,12510,Dec-10,18.37,32476451.0,2588869.0,0.0,0.0,0.0,24075083.0,8401368.0,416304.0,2588869.0,0.0,0.0
173,(주)드래곤플라이,30350,Dec-11,-6.31,3068571.0,0.0,0.0,0.0,0.0,6651725.0,-3583155.0,446859.0,58749.0,0.0,0.0
