name,code,year,casset,cdebt,asset,rearnings,debt,sales,employee,capital,equity,netincome,income,stock_num,stock,roe,ebt,interest,facevalue
삼영이엔씨(주),65570,Dec-15,,,,,,,265,,,,,,8270,,,,
삼영전자공업(주),5680,Dec-18,325970035,25384627,508021433,319854392,27549993,249682908,641,10000000,480471440,15130040,13097452,20000000,11850,3.18,20052507,-19189,500
삼영전자공업(주),5680,Dec-16,312069925,21745855,492573626,303384712,23944053,214931096,706,10000000,468629573,13207681,9650049,20000000,12150,2.83,15930597,-17781,500
삼영전자공업(주),5680,Dec-10,233795610,37630731,449448457,243374078,42598870,319151949,953,10000000,406849587,19403668,28404310,20000000,11950,4.91,25750672,-149209,500
삼영전자공업(주),5680,Dec-17,320646642,24517564,497600533,308903702,26767562,229376305,669,10000000,470832971,10579643,8928341,20000000,13050,2.25,13786012,-15570,500
삼영전자공업(주),5680,Dec-12,241933072,23648224,456241229,263628448,29947577,287139605,909,10000000,426293653,8621797,11520516,20000000,8660,2.02,14932430,-71696,500
삼영전자공업(주),5680,Dec-11,240620307,36046971,469332844,259715032,41984561,322102681,966,10000000,427348283,20070175,23148757,20000000,9300,4.81,25975903,-273089,500
삼영전자공업(주),5680,Dec-14,289402041,22051991,481517084,286634055,28600387,250993116,791,10000000,452916697,18509800,14246375,20000000,11850,4.16,22850766,-33658,500
삼영전자공업(주),5680,Dec-20,341561232,20362285,513873622,336725479,22979317,200568030,495,10000000,490894305,11424172,9249987,20000000,10200,2.34,14884278,-5696,500
삼영전자공업(주),5680,Dec-19,322878505,16377619,502682603,330708993,18289511,200957322,575,10000000,484393092,8554285,4637106,20000000,9020,1.77,11371917,-9305,500
삼영전자공업(주),5680,Dec-13,265005631,23032645,466995272,273087690,29826151,271403494,858,10000000,437169121,12887841,10848195,20000000,9340,2.99,16642915,-42473,500
삼영전자공업(주),5680,Dec-09,221012654,28465674,442062710,236276223,39882916,272043400,863,10000000,402179794,14323395,11965647,20000000,11650,3.52,18206794,0,500
삼영전자공업(주),5680,Dec-15,303135481,19099879,486762192,295720701,23488555,221276799,696,10000000,463273637,13828336,11675246,20000000,12750,3.02,16453784,-17811,500
삼지전자(주),37460,Dec-09,,,,,,,68,,,,,,3040,,,,
삼지전자(주),37460,Dec-11,,,,,,,149,,,,,,3425,,,,
삼지전자(주),37460,Dec-16,226578907,134925180,376148519,54338977,163435464,1101581287,116,7318162,212713055,38468338,30336471,14336324,11200,17.07,32923363,-5103845,500
삼지전자(주),37460,Dec-13,,,,,,,160,,,,,,3120,,,,
삼지전자(주),37460,Dec-15,193012439,154509580,331886199,34366042,177500366,831807278,100,7095671,154385833,26926665,25307231,13891342,5610,13.93,28220937,-5219716,500
삼지전자(주),37460,Dec-17,288934512,179114148,468085552,78924404,198842464,1304640081,137,8309261,269243087,43665650,52385618,16318522,8170,17.28,61928326,-4410139,500
삼지전자(주),37460,Dec-14,,,,,,,153,,,,,,2750,,,,
삼지전자(주),37460,Dec-18,353257072,216110172,567955325,94037627,264845733,1439625525,149,8309261,303109592,29747535,32460808,16318522,9880,7.62,36921738,-5481266,500
삼지전자(주),37460,Dec-19,334011419,153690913,559512185,108421473,228013492,1494980608,143,8309261,331498693,33948422,36197019,16318522,9840,7.12,37047485,-6174323,500
삼지전자(주),37460,Dec-20,383870823,202700737,613137086,155859376,253349369,1589477395,151,8309261,359787717,49770199,48076869,16318522,12350,12.77,57168861,-3367787,500
삼지전자(주),37460,Dec-12,,,,,,,157,,,,,,3390,,,,
삼지전자(주),37460,Dec-10,,,,,,,109,,,,,,4195,,,,
삼화전기(주),9470,Dec-20,77390762,51264643,137039897,18114163,69343133,199302909,461,6613820,67696764,5776536,5839465,6613820,20800,9.04,6333229,-219994,1000
삼화전기(주),9470,Dec-09,57152418,73086438,136605483,10501670,82786035,167620703,609,6613820,53819448,-14295684,-4472592,6613820,6100,-33.05,-14305257,0,1000
삼화전기(주),9470,Dec-10,72214976,97611850,151843666,10999877,107573892,192640536,599,6613820,44269774,-1477518,9954106,6613820,4430,-3.28,-1137294,-2997913,1000
삼화전기(주),9470,Dec-11,72495973,94762774,145593871,6154549,106323068,175698794,604,6613820,39270802,-4918730,-363270,6613820,4005,-12.79,-4537034,-2915911,1000
